Accession	Organism	Kingdom	Length	Transmembrane_Helix
Q10173	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441	False
O75695	Homo sapiens	Metazoa	350	False
Q67UR2	Oryza sativa subsp. japonica	Plants	419	False
Q9LHE5	Arabidopsis thaliana	Plants	309	False
Q9R037	Rattus norvegicus	Metazoa	908	False
Q8GYC7	Arabidopsis thaliana	Plants	313	False
Q86MA2	Trypanosoma brucei brucei	Other	743	False
J9VQC4	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	366	True
Q9CQ75	Mus musculus	Metazoa	99	False
O75937	Homo sapiens	Metazoa	253	False
Q9LMT7	Arabidopsis thaliana	Plants	478	False
A0A509AKI1	Plasmodium berghei (strain Anka)	Other	836	False
Q6NVF4	Mus musculus	Metazoa	1074	False
P25359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False
Q9M3I4	Spinacia oleracea	Plants	90	False
G1X9H9	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	Fungi	411	False
P24867	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	False
Q9DCD5	Mus musculus	Metazoa	549	False
Q8C3P7	Mus musculus	Metazoa	580	False
P15771	Gallus gallus	Metazoa	694	False
Q84SC3	Oryza sativa subsp. japonica	Plants	91	False
Q922B6	Mus musculus	Metazoa	594	False
Q8K4H1	Mus musculus	Metazoa	305	False
Q5SQP1	Mus musculus	Metazoa	306	False
Q8NFG4	Homo sapiens	Metazoa	579	False
Q12507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	False
P36421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False
Q9V466	Drosophila melanogaster	Metazoa	845	False
P20436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False
Q08457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257	False
P53840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1238	False
P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767	False
Q7TPF1	Rattus norvegicus	Metazoa	97	False
O75528	Homo sapiens	Metazoa	432	False
Q8TAC2	Homo sapiens	Metazoa	188	False
P38809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
Q6PI48	Homo sapiens	Metazoa	645	False
A0A2H1VE33	Spodoptera frugiperda	Metazoa	332	False
Q94AX2	Arabidopsis thaliana	Plants	277	False
P49443	Mus musculus	Metazoa	382	False
P06838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	False
Q12734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1121	False
Q9W413	Drosophila melanogaster	Metazoa	544	False
P41696	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	914	False
P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375	False
Q10223	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	431	False
Q8BGC4	Mus musculus	Metazoa	377	False
Q12180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1030	False
P24473	Rattus norvegicus	Metazoa	226	False
Q8QG92	Xenopus laevis	Metazoa	824	False
Q9US52	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	118	False
P53201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	False
O94444	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	243	False
P50479	Homo sapiens	Metazoa	330	False
Q8N684	Homo sapiens	Metazoa	471	False
Q9UFW8	Homo sapiens	Metazoa	167	False
Q9BZB8	Homo sapiens	Metazoa	566	False
Q944A6	Arabidopsis thaliana	Plants	487	False
Q9FIB6	Arabidopsis thaliana	Plants	442	False
Q9M5P2	Arabidopsis thaliana	Plants	289	False
O42661	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117	False
