Accession	Organism	Kingdom	Length	Signal_Peptide	Transmembrane_Helix	Train	Fold
Q99K24	Mus musculus	Metazoa	317	0	True	False	-1
P70662	Mus musculus	Metazoa	411	0	False	False	-1
Q8K5A9	Rattus norvegicus	Metazoa	228	0	False	False	-1
P21771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	0	False	False	-1
Q96HA9	Homo sapiens	Metazoa	241	0	False	False	-1
O14519	Homo sapiens	Metazoa	115	0	False	False	-1
O43068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421	0	False	False	-1
Q00278	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	271	0	False	False	-1
Q8GYU3	Arabidopsis thaliana	Plants	1465	0	False	False	-1
Q8WXC6	Homo sapiens	Metazoa	57	0	False	False	-1
Q6PJW8	Homo sapiens	Metazoa	725	0	False	False	-1
Q92522	Homo sapiens	Metazoa	213	0	False	False	-1
Q39134	Arabidopsis thaliana	Plants	476	0	True	False	-1
Q80TH2	Mus musculus	Metazoa	1402	0	False	False	-1
O23342	Arabidopsis thaliana	Plants	177	0	False	False	-1
P22985	Rattus norvegicus	Metazoa	1331	0	False	False	-1
P40155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199	0	False	False	-1
Q26366	Drosophila melanogaster	Metazoa	453	0	False	False	-1
Q62264	Mus musculus	Metazoa	150	0	False	False	-1
Q6EPZ0	Oryza sativa subsp. japonica	Plants	318	0	False	False	-1
P40055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	0	False	False	-1
Q18508	Caenorhabditis elegans	Metazoa	1784	0	False	False	-1
Q7SB98	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	312	0	False	False	-1
B5KM66	Mus musculus	Metazoa	88	0	False	False	-1
Q07053	Crithidia fasciculata	Other	128	0	False	False	-1
Q9H9J2	Homo sapiens	Metazoa	332	0	False	False	-1
Q59UY7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	917	0	False	False	-1
O14802	Homo sapiens	Metazoa	1390	0	False	False	-1
P40473	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	351	0	False	False	-1
Q96DE5	Homo sapiens	Metazoa	110	0	False	False	-1
P13653	Hordeum vulgare	Plants	388	0	False	False	-1
Q8N1G0	Homo sapiens	Metazoa	1237	0	False	False	-1
Q3E747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	85	0	False	False	-1
Q5ANE3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	170	0	False	False	-1
Q9VTE2	Drosophila melanogaster	Metazoa	962	0	False	False	-1
Q8N5I2	Homo sapiens	Metazoa	433	0	False	False	-1
Q96DN6	Homo sapiens	Metazoa	1003	0	False	False	-1
F4I443	Arabidopsis thaliana	Plants	714	0	False	False	-1
Q02932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1032	0	False	False	-1
Q7JXF5	Drosophila melanogaster	Metazoa	394	0	False	False	-1
P62861	Homo sapiens	Metazoa	133	0	False	False	-1
Q9LU39	Arabidopsis thaliana	Plants	317	0	False	False	-1
Q10573	Caenorhabditis elegans	Metazoa	1139	0	False	False	-1
Q9ESM6	Mus musculus	Metazoa	539	0	True	False	-1
O22788	Arabidopsis thaliana	Plants	236	0	False	False	-1
Q9BTL3	Homo sapiens	Metazoa	118	0	False	False	-1
P53833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	195	0	False	False	-1
Q05123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	0	False	False	-1
P29467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	408	0	False	False	-1
Q40460	Nicotiana tabacum	Plants	442	0	False	False	-1
Q8R4U1	Mus musculus	Metazoa	393	0	False	False	-1
Q91WE2	Mus musculus	Metazoa	254	0	False	False	-1
P42774	Arabidopsis thaliana	Plants	315	0	False	False	-1
Q04003	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	481	0	False	False	-1
O94248	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	4717	0	False	False	-1
Q9UTL6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	225	0	False	False	-1
P47054	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1683	0	False	False	-1
Q23794	Chironomus tentans	Metazoa	99	0	False	False	-1
Q8IUH3	Homo sapiens	Metazoa	476	0	False	False	-1
O94411	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	509	0	False	False	-1
P26717	Homo sapiens	Metazoa	231	0	False	False	-1
O74535	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	710	0	False	False	-1
Q8MUF9	Dictyostelium discoideum	Other	649	0	False	False	-1
Q9BUE6	Homo sapiens	Metazoa	129	0	False	False	-1
Q8C8Y5	Mus musculus	Metazoa	445	0	False	False	-1
Q9NXE8	Homo sapiens	Metazoa	425	0	False	False	-1
P47175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	358	0	False	False	-1
Q9UM63	Homo sapiens	Metazoa	463	0	False	False	-1
Q9SA52	Arabidopsis thaliana	Plants	378	0	False	False	-1
Q13029	Homo sapiens	Metazoa	1718	0	False	False	-1
P18410	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259	0	True	False	-1
Q2HJJ1	Bos taurus	Metazoa	256	0	False	False	-1
Q63398	Rattus norvegicus	Metazoa	584	0	False	False	-1
O74904	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	122	0	False	False	-1
O60504	Homo sapiens	Metazoa	671	0	False	False	-1
Q9Z0D9	Mus musculus	Metazoa	354	0	False	False	-1
Q9H869	Homo sapiens	Metazoa	796	0	False	False	-1
O13848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284	0	False	False	-1
Q9Y3C4	Homo sapiens	Metazoa	175	0	False	False	-1
Q9C6I6	Arabidopsis thaliana	Plants	363	0	False	False	-1
O43597	Homo sapiens	Metazoa	315	0	False	False	-1
P49704	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	494	0	False	False	-1
Q8TB37	Homo sapiens	Metazoa	319	0	False	False	-1
Q95T12	Drosophila melanogaster	Metazoa	194	0	True	False	-1
P46637	Arabidopsis thaliana	Plants	342	0	False	False	-1
P40858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161	0	False	False	-1
Q9EQN3	Mus musculus	Metazoa	387	0	False	False	-1
Q5BPF3	Arabidopsis thaliana	Plants	262	0	False	False	-1
Q9V7P1	Drosophila melanogaster	Metazoa	506	0	False	False	-1
Q9BTP7	Homo sapiens	Metazoa	215	0	False	False	-1
O13329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	0	False	False	-1
Q94920	Drosophila melanogaster	Metazoa	282	0	False	False	-1
P22516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861	0	False	False	-1
P53968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678	0	False	False	-1
P0C5Y9	Homo sapiens	Metazoa	115	0	False	False	-1
Q9VRJ0	Drosophila melanogaster	Metazoa	726	0	False	False	-1
Q7Z4V0	Homo sapiens	Metazoa	828	0	False	False	-1
Q06678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367	0	False	False	-1
Q5XVF0	Arabidopsis thaliana	Plants	666	0	False	False	-1
P32505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	525	0	False	False	-1
D3ZK93	Rattus norvegicus	Metazoa	322	0	True	False	-1
P32103	Euplotes eurystomus	Other	135	0	False	False	-1
Q9QZQ8	Mus musculus	Metazoa	369	0	False	False	-1
Q8BMP6	Mus musculus	Metazoa	525	0	False	False	-1
P62331	Mus musculus	Metazoa	175	0	False	False	-1
Q9H3N8	Homo sapiens	Metazoa	390	0	False	False	-1
Q06833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	770	0	False	False	-1
Q5TCS8	Homo sapiens	Metazoa	1911	0	False	False	-1
P53919	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	0	False	False	-1
Q9EQW6	Mus musculus	Metazoa	323	0	False	False	-1
P21306	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	62	0	False	False	-1
Q8CD10	Mus musculus	Metazoa	432	0	False	False	-1
Q9GZS1	Homo sapiens	Metazoa	419	0	False	False	-1
O00625	Homo sapiens	Metazoa	290	0	False	False	-1
Q42687	Chlamydomonas reinhardtii	Plants	219	0	False	False	-1
Q3UHC2	Mus musculus	Metazoa	2014	0	False	False	-1
Q8N7J2	Homo sapiens	Metazoa	671	0	False	False	-1
Q42496	Chlamydomonas reinhardtii	Plants	99	0	True	False	-1
Q9LFC0	Arabidopsis thaliana	Plants	360	0	False	False	-1
P00396	Bos taurus	Metazoa	514	0	False	False	-1
P43596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	787	0	False	False	-1
O94913	Homo sapiens	Metazoa	1555	0	False	False	-1
Q7SCZ3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	218	0	False	False	-1
P34247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	0	False	False	-1
Q8N1G1	Homo sapiens	Metazoa	1221	0	False	False	-1
Q8IPX7	Drosophila melanogaster	Metazoa	232	0	False	False	-1
Q9QZS8	Mus musculus	Metazoa	854	0	False	False	-1
P48612	Drosophila melanogaster	Metazoa	395	0	False	False	-1
U9W802	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	307	0	False	False	-1
O14141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	0	False	False	-1
Q9H875	Homo sapiens	Metazoa	184	0	False	False	-1
Q8NCN2	Homo sapiens	Metazoa	500	0	False	False	-1
H9G301	Caenorhabditis elegans	Metazoa	202	0	False	False	-1
P0CX38	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236	0	False	False	-1
O42913	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	342	0	False	False	-1
O94716	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	233	0	False	False	-1
Q8IU99	Homo sapiens	Metazoa	346	0	False	False	-1
S7VVK4	Toxoplasma gondii (strain ATCC 50853 / GT1)	Other	4367	0	False	False	-1
Q96H22	Homo sapiens	Metazoa	339	0	False	False	-1
Q8BMB0	Mus musculus	Metazoa	1264	0	False	False	-1
Q9WV78	Rattus norvegicus	Metazoa	438	0	False	False	-1
P36523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	253	0	False	False	-1
Q9VW15	Drosophila melanogaster	Metazoa	2226	0	False	False	-1
O14113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	263	0	False	False	-1
Q60680	Mus musculus	Metazoa	745	0	False	False	-1
Q6K881	Oryza sativa subsp. japonica	Plants	565	0	False	False	-1
P39685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1337	0	False	False	-1
P28004	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	379	0	False	False	-1
Q07362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185	0	False	False	-1
Q60700	Mus musculus	Metazoa	888	0	False	False	-1
Q01663	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	552	0	False	False	-1
P87133	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	121	0	False	False	-1
Q3KP66	Homo sapiens	Metazoa	663	0	False	False	-1
P21374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235	0	False	False	-1
Q4AE62	Homo sapiens	Metazoa	458	0	False	False	-1
Q5TAX3	Homo sapiens	Metazoa	1644	0	False	False	-1
P09132	Homo sapiens	Metazoa	144	0	False	False	-1
Q07436	Drosophila melanogaster	Metazoa	1427	0	False	False	-1
B1AWL2	Mus musculus	Metazoa	2495	0	False	False	-1
P32761	Chlamydomonas moewusii	Plants	218	0	False	False	-1
P28350	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1093	0	False	False	-1
Q8IYR2	Homo sapiens	Metazoa	804	0	False	False	-1
Q9FZ89	Arabidopsis thaliana	Plants	123	0	False	False	-1
O44997	Caenorhabditis elegans	Metazoa	1425	0	False	False	-1
P78929	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	137	0	False	False	-1
Q62696	Rattus norvegicus	Metazoa	911	0	False	False	-1
Q04411	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	772	0	False	False	-1
Q03327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502	0	False	False	-1
Q99PU7	Mus musculus	Metazoa	728	0	False	False	-1
F4I8I0	Arabidopsis thaliana	Plants	596	0	True	False	-1
Q9PTD5	Gallus gallus	Metazoa	335	0	False	False	-1
Q8IZY5	Homo sapiens	Metazoa	108	0	False	False	-1
Q99NF1	Mus musculus	Metazoa	532	0	False	False	-1
P38879	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174	0	False	False	-1
Q8WUF5	Homo sapiens	Metazoa	828	0	False	False	-1
Q08182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245	0	False	False	-1
P39880	Homo sapiens	Metazoa	1505	0	False	False	-1
Q6S5L8	Homo sapiens	Metazoa	630	0	False	False	-1
B7Z0I7	Drosophila melanogaster	Metazoa	351	0	False	False	-1
Q60974	Mus musculus	Metazoa	2453	0	False	False	-1
Q8WT44	Caenorhabditis elegans	Metazoa	1178	0	False	False	-1
Q8NF91	Homo sapiens	Metazoa	8797	0	False	False	-1
Q149M9	Homo sapiens	Metazoa	1564	0	False	False	-1
Q76JU9	Mus musculus	Metazoa	300	0	False	False	-1
P15387	Rattus norvegicus	Metazoa	857	0	False	False	-1
D3ZVU9	Rattus norvegicus	Metazoa	299	0	False	False	-1
Q5KMX8	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565)	Fungi	783	0	False	False	-1
O48782	Arabidopsis thaliana	Plants	282	0	False	False	-1
P14923	Homo sapiens	Metazoa	745	0	False	False	-1
Q60560	Mesocricetus auratus	Metazoa	989	0	False	False	-1
Q7KMJ6	Drosophila melanogaster	Metazoa	793	0	False	False	-1
B2RUZ4	Homo sapiens	Metazoa	78	0	False	False	-1
Q961D9	Drosophila melanogaster	Metazoa	1469	0	False	False	-1
Q93096	Homo sapiens	Metazoa	173	0	False	False	-1
P54105	Homo sapiens	Metazoa	237	0	False	False	-1
Q13772	Homo sapiens	Metazoa	614	0	False	False	-1
Q9ER99	Mus musculus	Metazoa	582	0	False	False	-1
O82286	Arabidopsis thaliana	Plants	226	0	False	False	-1
Q9UMW8	Homo sapiens	Metazoa	372	0	False	False	-1
Q5T3J3	Homo sapiens	Metazoa	769	0	False	False	-1
P61218	Homo sapiens	Metazoa	127	0	False	False	-1
P82162	Spinacia oleracea	Plants	195	0	False	False	-1
Q23045	Caenorhabditis elegans	Metazoa	470	0	False	False	-1
P15847	Plasmodium falciparum	Other	184	0	False	False	-1
Q96UP3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1400	0	False	False	-1
Q08605	Drosophila melanogaster	Metazoa	581	0	False	False	-1
Q99JB6	Mus musculus	Metazoa	429	0	False	False	-1
D4A7U2	Rattus norvegicus	Metazoa	587	0	False	False	-1
Q91YT7	Mus musculus	Metazoa	579	0	False	False	-1
Q86LG1	Drosophila melanogaster	Metazoa	606	0	True	False	-1
P32855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1065	0	False	False	-1
P00425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151	0	True	False	-1
Q95QW4	Caenorhabditis elegans	Metazoa	561	0	False	False	-1
Q14678	Homo sapiens	Metazoa	1352	0	False	False	-1
Q9B6C8	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	469	0	True	False	-1
O13788	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	527	0	False	False	-1
Q9M903	Arabidopsis thaliana	Plants	479	0	False	False	-1
Q8R4P5	Mus musculus	Metazoa	757	0	False	False	-1
O54724	Mus musculus	Metazoa	392	0	False	False	-1
C0HM98	Homo sapiens	Metazoa	186	0	False	False	-1
Q9LVI9	Arabidopsis thaliana	Plants	426	0	False	False	-1
Q8QFR4	Xenopus laevis	Metazoa	211	0	False	False	-1
A4D126	Homo sapiens	Metazoa	451	0	False	False	-1
Q69383	Homo sapiens	Metazoa	105	0	False	False	-1
Q06616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	0	False	False	-1
P40466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	484	0	False	False	-1
Q99JZ7	Mus musculus	Metazoa	461	0	False	False	-1
Q9DB10	Mus musculus	Metazoa	107	0	True	False	-1
P41348	Spinacia oleracea	Plants	144	0	False	False	-1
W7MAT5	Gibberella moniliformis (strain M3125 / FGSC 7600)	Fungi	574	0	False	False	-1
Q8LIY8	Oryza sativa subsp. japonica	Plants	569	0	False	False	-1
A9UHW6	Homo sapiens	Metazoa	222	0	False	False	-1
Q06683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689	0	False	False	-1
Q9P275	Homo sapiens	Metazoa	1123	0	False	False	-1
Q8N3I7	Homo sapiens	Metazoa	341	0	False	False	-1
Q04601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	652	0	False	False	-1
Q3E6R5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114	0	True	False	-1
Q5JNS0	Oryza sativa subsp. japonica	Plants	379	0	False	False	-1
Q32SG5	Zea mays	Plants	616	0	False	False	-1
Q7TMF3	Mus musculus	Metazoa	145	0	False	False	-1
P38874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309	0	False	False	-1
Q9WU12	Mus musculus	Metazoa	71	0	False	False	-1
O35095	Rattus norvegicus	Metazoa	729	0	False	False	-1
P53874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	792	0	False	False	-1
Q08959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321	0	False	False	-1
P27472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705	0	False	False	-1
O82796	Arabidopsis thaliana	Plants	295	0	False	False	-1
Q96PX9	Homo sapiens	Metazoa	1627	0	False	False	-1
Q11184	Caenorhabditis elegans	Metazoa	425	0	False	False	-1
Q94AH1	Arabidopsis thaliana	Plants	300	0	False	False	-1
Q9JHR7	Mus musculus	Metazoa	1019	0	False	False	-1
Q01064	Homo sapiens	Metazoa	536	0	False	False	-1
O95900	Homo sapiens	Metazoa	331	0	False	False	-1
Q9M1X2	Arabidopsis thaliana	Plants	279	0	False	False	-1
Q9JLI6	Mus musculus	Metazoa	432	0	False	False	-1
Q8GW29	Arabidopsis thaliana	Plants	217	0	False	False	-1
O13326	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	0	False	False	-1
Q96FQ6	Homo sapiens	Metazoa	103	0	False	False	-1
P53930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226	0	False	False	-1
Q9NXF7	Homo sapiens	Metazoa	216	0	False	False	-1
P56671	Mus musculus	Metazoa	477	0	False	False	-1
Q06667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281	0	False	False	-1
Q7Z4T9	Homo sapiens	Metazoa	767	0	False	False	-1
P17353	Spinacia oleracea	Plants	135	0	False	False	-1
Q9Y3D7	Homo sapiens	Metazoa	125	0	False	False	-1
Q80XX4	Rattus norvegicus	Metazoa	82	0	False	False	-1
Q3E705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	233	0	False	False	-1
P41224	Rattus norvegicus	Metazoa	301	0	False	False	-1
Q7Z6G3	Homo sapiens	Metazoa	386	0	False	False	-1
Q94FY8	Zea mays	Plants	474	0	False	False	-1
C4LY96	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	1151	0	False	False	-1
Q9H8K7	Homo sapiens	Metazoa	445	0	False	False	-1
Q12345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	0	False	False	-1
H9A1V3	Cannabis sativa	Plants	720	0	False	False	-1
P40380	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	230	0	False	False	-1
Q96330	Arabidopsis thaliana	Plants	336	0	False	False	-1
P40159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199	0	False	False	-1
Q4WN10	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	575	0	False	False	-1
P04817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590	0	False	False	-1
Q96L50	Homo sapiens	Metazoa	414	0	False	False	-1
Q10430	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	238	0	False	False	-1
O46101	Drosophila melanogaster	Metazoa	244	0	True	False	-1
Q9NYP3	Homo sapiens	Metazoa	566	0	False	False	-1
P53817	Rattus norvegicus	Metazoa	160	0	False	False	-1
Q9JMI1	Rattus norvegicus	Metazoa	672	0	False	False	-1
Q9FMM3	Arabidopsis thaliana	Plants	1714	0	False	False	-1
Q949M9	Arabidopsis thaliana	Plants	353	0	False	False	-1
Q09683	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	649	0	False	False	-1
Q9P7B7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295	0	False	False	-1
F4I3V6	Arabidopsis thaliana	Plants	192	0	False	False	-1
O80775	Arabidopsis thaliana	Plants	353	0	False	False	-1
Q9W484	Drosophila melanogaster	Metazoa	985	0	False	False	-1
B6HLT9	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	357	0	False	False	-1
P53266	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	389	0	True	False	-1
Q24025	Drosophila melanogaster	Metazoa	1038	0	False	False	-1
Q9FN69	Arabidopsis thaliana	Plants	637	0	False	False	-1
Q05905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244	0	False	False	-1
Q96VH5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97	0	True	False	-1
P08740	Chlamydomonas reinhardtii	Plants	382	0	True	False	-1
Q99933	Homo sapiens	Metazoa	345	0	False	False	-1
Q9Y2Q9	Homo sapiens	Metazoa	187	0	False	False	-1
Q8CG64	Mus musculus	Metazoa	494	0	True	False	-1
Q96PZ0	Homo sapiens	Metazoa	661	0	False	False	-1
Q8CGU4	Rattus norvegicus	Metazoa	1186	0	False	False	-1
P61581	Homo sapiens	Metazoa	75	0	False	False	-1
Q6ZY51	Arabidopsis thaliana	Plants	1196	0	False	False	-1
O88491	Mus musculus	Metazoa	2588	0	False	False	-1
Q96A72	Homo sapiens	Metazoa	148	0	False	False	-1
P24642	Bufo japonicus	Metazoa	40	0	False	False	-1
O60733	Homo sapiens	Metazoa	806	0	False	False	-1
Q9NAN2	Caenorhabditis elegans	Metazoa	309	0	False	False	-1
Q9UBY9	Homo sapiens	Metazoa	170	0	False	False	-1
Q3EBC8	Arabidopsis thaliana	Plants	1388	0	False	False	-1
Q9CZG9	Mus musculus	Metazoa	140	0	False	False	-1
Q9Z266	Mus musculus	Metazoa	136	0	False	False	-1
Q8ND76	Homo sapiens	Metazoa	341	0	False	False	-1
Q9NS91	Homo sapiens	Metazoa	495	0	False	False	-1
Q9GZN0	Homo sapiens	Metazoa	384	0	False	False	-1
Q9FYB5	Arabidopsis thaliana	Plants	161	0	False	False	-1
P52890	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566	0	False	False	-1
Q03770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	852	0	False	False	-1
Q9UMX3	Homo sapiens	Metazoa	212	0	False	False	-1
Q07589	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	0	False	False	-1
Q9P287	Homo sapiens	Metazoa	314	0	False	False	-1
Q9D992	Mus musculus	Metazoa	256	0	False	False	-1
P53972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490	0	False	False	-1
O43164	Homo sapiens	Metazoa	708	0	False	False	-1
P49599	Arabidopsis thaliana	Plants	388	0	False	False	-1
P38210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180	0	False	False	-1
Q86TB3	Homo sapiens	Metazoa	2170	0	False	False	-1
Q99607	Homo sapiens	Metazoa	663	0	False	False	-1
P32357	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	355	0	False	False	-1
P54789	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707	0	False	False	-1
Q23238	Caenorhabditis elegans	Metazoa	893	0	False	False	-1
P40458	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529	0	False	False	-1
Q02336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	434	0	False	False	-1
O13915	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	265	0	False	False	-1
O96622	Dictyostelium discoideum	Other	369	0	False	False	-1
Q8WVC0	Homo sapiens	Metazoa	666	0	False	False	-1
Q9FFS4	Arabidopsis thaliana	Plants	101	0	False	False	-1
Q9S816	Arabidopsis thaliana	Plants	521	0	False	False	-1
Q9Y2Z4	Homo sapiens	Metazoa	477	0	False	False	-1
P08635	Rattus norvegicus	Metazoa	263	0	False	False	-1
Q969T9	Homo sapiens	Metazoa	261	0	False	False	-1
P36517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319	0	False	False	-1
P24345	Zea mays	Plants	359	0	False	False	-1
P28803	Spinacia oleracea	Plants	128	0	False	False	-1
Q6YSY5	Oryza sativa subsp. japonica	Plants	357	0	False	False	-1
P11115	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	270	0	False	False	-1
Q9FNC9	Arabidopsis thaliana	Plants	99	0	True	False	-1
Q38897	Arabidopsis thaliana	Plants	611	0	False	False	-1
Q9V3H8	Drosophila melanogaster	Metazoa	133	0	False	False	-1
Q9C7S0	Arabidopsis thaliana	Plants	295	0	False	False	-1
Q9S752	Arabidopsis thaliana	Plants	388	0	False	False	-1
Q9P0R6	Homo sapiens	Metazoa	139	0	False	False	-1
P0C627	Rattus norvegicus	Metazoa	331	0	False	False	-1
P47174	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	117	0	False	False	-1
Q08931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	0	False	False	-1
Q8TC56	Homo sapiens	Metazoa	605	0	False	False	-1
Q9P7X2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533	0	False	False	-1
P40382	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	444	0	False	False	-1
B1AXD8	Mus musculus	Metazoa	201	0	False	False	-1
H2KYH4	Caenorhabditis elegans	Metazoa	392	0	False	False	-1
P40024	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	610	0	False	False	-1
